source_url_processed,f0,fact,bias
thehornnews.com,1.2603029768356313e-05,0,0
colombiareports.com,5.293582061109111e-06,1,4
focusonthefamily.com,3.17309217832778e-05,0,0
hudson.org,3.8088563527915113e-06,2,1
realmofhistory.com,7.401212318577784e-06,2,3
necn.com,1.6191709844559585e-05,2,4
heavy.com,0.0010141987829614604,2,4
rightalerts.com,3.474397339723445e-07,0,0
positive.news,4.72397796736676e-06,2,4
allthatsfab.com,8.525926917459648e-07,1,5
globetoday.com,2.6705107779144486e-07,1,5
fortnightlyreview.co.uk,3.8347734185777897e-07,2,2
prospect.org,1.4631220097443923e-05,2,5
fairus.org,6.878194061367247e-06,0,0
judicialwatch.org,1.9433324264448675e-05,1,1
soas.ac.uk,2.611920806561145e-05,2,3
citizen.org,5.527182684442087e-06,2,4
greensboro.com,1.3098091608052708e-05,2,4
sfgate.com,0.0009041591320072332,2,4
businessinsider.com,0.0034965034965034965,2,4
deepstatenation.com,8.819026520576554e-07,1,5
ir.net,4.483862578579692e-06,1,5
elitedaily.com,0.0002516356316054353,1,5
chroniclesofdemocracy.com,0.0,2,5
mtstandard.com,5.868406844909743e-06,2,3
esquire.com,0.0005192107995846313,2,5
takimag.com,1.6436825062870854e-05,0,0
squawker.org,1.0588621467371164e-05,0,0
americanewshub.com,1.3385698184631612e-06,1,1
morningconsult.com,8.454872120059185e-06,2,4
carbonated.tv,3.191676108708488e-06,2,5
pmnightlynews.com,8.085347635989888e-08,0,0
gopusa.com,5.2885149321219116e-06,1,1
staradvertiser.com,3.785727806170736e-05,2,4
icij.org,1.0685358921206163e-05,2,3
9news.com.au,0.00017220595832615808,2,2
eppc.org,1.2562056559403453e-06,2,2
newint.org,7.252315301660056e-06,2,5
newsrescue.com,3.605981602281865e-06,2,2
inquisitr.com-news,0.00014920919128618326,1,4
nationalinterest.org,9.83380863408398e-05,2,2
rte.ie,0.00019928258270227186,2,3
fwweekly.com,1.660519975225042e-06,2,4
consumerreports.org,0.00030731407498463427,2,3
trueviralnews.com,5.783425742837661e-07,2,3
politicalsitenews.com,0.0,0,0
nbcnews.com,0.001451378809869376,2,4
cleantechnica.com,5.03119339907426e-05,2,4
motherjones.com,0.000175530981218185,2,5
dailymail.co.uk,0.006756756756756757,1,1
techcrunch.com,0.0015082956259426848,2,4
recode.net,0.00015436863229391788,2,3
stepfeed.com,1.9444282408757704e-05,1,4
worldpoliticsreview.com,4.671369178306161e-06,2,3
dutchdailynews.com,3.638493809102784e-07,2,4
abqjournal.com,1.8574586251091254e-05,2,3
ecfr.eu,5.421846789453423e-06,2,4
americamagazine.org,5.3245301102177726e-05,2,4
thefiscaltimes.com,6.944299771532538e-06,2,2
scmp.com,0.0003481894150417828,2,3
conservativetoday.com,3.8724297715498783e-07,1,1
pri.org,4.697702823319397e-05,2,4
syriana-analysis.com,2.396636081595873e-07,1,5
jordantimes.com,6.412147171601882e-06,2,3
opednews.com,5.016152009470495e-06,1,5
wnyc.org,4.603839602228258e-05,2,4
lohud.com,1.4116517737404535e-05,2,4
commdiginews.com,2.822666008044598e-06,2,2
juancole.com,7.131853711416671e-06,2,5
cato.org-regulation,2.5060144346431435e-05,1,2
spokesman.com,2.872242647058823e-05,2,2
clickhole.com,7.378440197742197e-05,0,3
grist.org,2.4685262898049865e-05,2,4
wnd.com,0.00018402649981597352,1,1
breitbartunmasked.com,1.600596958641695e-07,1,5
theweek.com,0.0001905850962454736,2,4
geologyin.com,7.802320410089959e-06,2,3
progressiveliberal.net,4.838917282580188e-07,1,5
amren.com,1.512721991952319e-05,0,0
act.tv,5.663582091073799e-07,2,5
valuewalk.com,3.696584356055005e-05,2,2
wionews.com,1.0494941438226777e-05,1,3
the-japan-news.com,2.165533370869245e-05,2,2
baltimoresun.com,0.00010297600659046442,2,4
adflegal.org,3.6375805724096784e-06,0,0
guns.com,2.3375955492180747e-05,2,2
getreligion.org,1.9270087621088414e-06,1,1
webmd.com,0.002257336343115124,2,3
chroniclesmagazine.org,1.0723412103944178e-06,1,1
aidc.org.za,5.256542950423968e-07,2,5
alec.org,2.1500983670002898e-06,1,1
nzherald.co.nz,0.0002135383301302584,2,3
apmreports.org,3.492278572077138e-06,2,4
thewalrus.ca,1.1042646701561431e-05,2,5
canadafreepress.com,8.394473078924836e-06,1,1
rantt.com,1.6382726708267868e-06,2,5
americansforprosperity.org,1.8322568824149143e-06,1,1
medicalxpress.com,4.234417344173442e-05,2,3
realclearreligion.org,3.5102868957479895e-06,2,2
jpost.com-Jerusalem-Report,0.00015845349389954048,2,4
courthousenews.com,1.2737879907268235e-05,2,3
chicagoreporter.com,1.8433995236655632e-06,2,4
aei.org,2.5032542304996493e-05,1,1
seattlepi.com,7.724393635099645e-05,2,4
thehill.com,0.0014947683109118087,1,4
10news.one,4.5310088653719463e-07,0,0
tmn.today,4.4272862506198204e-06,0,0
international.thenewslens.com,0.00041017227235438887,2,2
71republic.com,4.296566184305503e-06,2,2
mysanantonio.com,5.6519527496750136e-05,2,4
oaoa.com,2.723526640175831e-06,2,2
littlegreenfootballs.com,3.397246871135632e-06,1,5
attn.com,7.7641559974223e-06,2,4
news.cn,7.408504963698325e-05,2,3
acpeds.org,2.361386606215169e-06,0,1
o4anews.com,1.7141133234600403e-06,0,0
jewishpolicycenter.org,6.130662816610417e-07,2,1
sandiegouniontribune.com,8.685079034219212e-05,2,2
mcclatchydc.com,3.723146803678469e-05,2,3
thefederalist.com,9.7551458394303e-05,2,1
dailyherald.com,3.1179845347967076e-05,2,2
euobserver.com,1.066712179719668e-05,2,4
washingtontimes.com,0.0001776198934280639,2,2
therightstuff.biz,2.8899228390601972e-05,0,0
understandrealitythroughscience.blogspot.com,0.0,2,3
bridgemi.com,4.7005513746762494e-06,2,3
healthcarefinancenews.com,5.570006628307888e-06,2,3
tribunist.com,2.1853146853146853e-05,1,1
edmontonsun.com,1.2384667781286765e-05,2,2
worldnewsdailyreport.com,2.963753297175543e-05,0,3
economyincrisis.org,0.0,1,5
realtimepolitics.com,1.022663240063037e-06,0,6
en-volve.com,4.290133122830802e-06,0,0
timesofindia.indiatimes.com,0.004587155963302753,2,3
memeorandum.com,1.9163696293741136e-05,1,3
dailypresser.com,1.1994592837548833e-06,0,0
indiatoday.intoday.in,0.0006844626967830253,2,3
fairobserver.com,5.363109316257193e-06,2,3
japantoday.com,9.718172983479106e-05,2,2
phys.org,0.00017834849295523454,2,3
thesaturdaypaper.com.au,4.863718604696407e-06,2,4
hillarybeattrump.org,5.764645658760647e-07,0,3
therightscoop.com,1.7608113818847727e-05,2,1
vdare.com,9.868356129235993e-06,0,0
dailyworldinformation.com,0.0,0,0
thegrio.com,3.627788862688192e-05,2,5
zmescience.com,2.622194252150199e-05,2,3
freedomsfinalstand.com,4.807139948823188e-07,0,0
au.org,2.0820580727637657e-06,2,5
hrw.org,6.669779230307477e-05,2,4
fifthestate.org,2.662801698760972e-07,2,5
stubhillnews.com,4.490442542093408e-07,0,3
hurriyetdailynews.com,2.388858364587564e-05,2,4
wired.com,0.0010787486515641855,2,4
timesunion.com,3.587830080367394e-05,2,4
hpenews.com,1.0276172125883108e-06,2,2
exposinggovernment.com,2.8799072900245197e-07,0,0
sun-sentinel.com,9.934432743890324e-05,2,2
harpers.org,1.3932039511264057e-05,2,4
tucson.com,3.103662321539417e-05,2,4
castanet.net,3.15000315000315e-05,2,3
londonwebnews.com,1.1506722457394062e-07,0,6
dailypress.com,1.0669739551657545e-05,2,2
standard.co.uk,0.00035063113604488083,2,2
pe.com,2.104111433741531e-05,2,2
thewhim.com,0.0,2,3
newstatesman.com,7.394808844191378e-05,2,5
policyed.org,7.768064244998531e-07,2,2
inequalitymedia.org,7.175140148424949e-07,2,5
wsj.com,0.002127659574468085,2,2
ff.org,5.24134836831584e-07,1,1
thetruthdivision.com,3.2031241992189496e-07,0,0
humanevents.com,6.006691454280067e-06,1,1
newromantimes.com,5.985314432508397e-07,0,3
gulfnews.com,0.00016455487905216393,2,2
budapestbeacon.com,2.683627190510694e-06,2,4
libertyunyielding.com,3.635768692395789e-06,1,1
mediaite.com,0.0001375137513751375,2,5
theglobeandmail.com,0.0003557452863749555,2,4
chinadaily.com.cn,0.0071428571428571435,2,3
migrationpolicy.org,1.8593927223368848e-05,2,4
governing.com,2.5662740267405757e-05,2,4
speakgov.com,0.0,0,0
business2community.com,6.66400106624017e-05,2,3
thegazette.com,2.1733933189889373e-05,2,2
ladylibertysnews.com,7.850688693814976e-08,0,0
nytimes.com,0.01,2,4
memepoliceman.com,9.009690823449705e-07,2,3
foxnews.com,0.0041841004184100415,1,1
theconservativetreehouse.com,5.062009617818274e-05,2,1
verywell.com,9.9930048965724e-05,2,3
leftjustified.com,1.1631009480901067e-07,2,4
newsheist.com,0.0,1,2
sungazette.com,3.6373291819282937e-06,2,2
rabble.ca,5.133970972528121e-06,2,5
euractiv.com,1.7684716867682947e-05,1,4
crooksandliars.com,5.492091388400703e-05,1,5
leadstories.com,5.072022722661798e-06,2,3
huffingtonpost.com,0.0038314176245210726,2,5
shareblue.com,2.4152839166243992e-05,1,5
vulture.com,0.0007122507122507122,2,4
deadspin.com,0.0009328358208955225,2,5
universitybusiness.com,4.4220785538034285e-06,2,4
conservativepost.com,2.42621868964781e-06,0,0
clarionproject.org,7.897147550304829e-06,0,0
napavalleyregister.com,1.101527819085071e-05,2,3
heartland.org,3.6400168896783684e-06,1,1
csis.org,2.290583411594933e-05,2,3
goodnewsnetwork.org,2.190340597962983e-05,2,3
house.gov,0.00013453518094981841,2,3
sojo.net,7.650758190136643e-06,2,4
callthecops.net,2.1606863549847788e-07,0,3
tallahassee.com,1.2825939179396413e-05,2,2
undark.org,7.275531659476016e-06,2,3
truthuncensored.net,3.19985664642224e-06,0,0
popularmechanics.com,0.00025393600812595224,2,3
capoliticalreview.com,1.7110249895199718e-06,2,2
truthdig.com,2.2130258702724234e-05,2,5
adobochronicles.com,1.1990177646472009e-06,0,3
timeslive.co.za,0.0001244090569793481,1,2
thehayride.com,4.184625685232456e-06,2,1
toinformistoinfluence.com,7.316610975062796e-07,2,4
urban.org,1.817520901490367e-05,2,4
herald-review.com,6.006258521379278e-06,2,3
glamour.com,0.00014812620352540364,2,4
thedailybanter.com,5.9859808328893735e-06,2,5
insidehighered.com,6.786102062975027e-05,2,4
sites.agu.org,2.2150356620741594e-05,2,3
ozy.com,2.7526976436908173e-05,2,4
dailyworldupdate.us,4.1270827839154383e-07,0,3
tdn.com,4.6240422452499534e-06,2,3
skyandtelescope.com,2.1730627145899432e-05,2,3
frankmag.ca,5.043194964874146e-07,0,3
ire.org,2.67053359931848e-06,2,3
jsonline.com,6.064649160046092e-05,2,4
cjnews.com,3.1641764597928093e-06,2,2
thedailybeast.com,0.0010615711252653928,2,5
carolinapublicpress.org,5.951966440432421e-07,2,4
pulsegulfcoast.com,6.133103055757266e-07,2,4
progressivearmy.com,3.1405851538258612e-06,2,5
democraticmoms.com,1.2263302924429847e-06,0,6
themoderatevoice.com,1.6163209625514596e-06,2,3
mnn.com,8.59106529209622e-05,2,4
rockcitytimes.com,2.2095643644994602e-07,0,3
en.bbarta24.net,3.2711273940563615e-06,2,3
commonwealthfund.org,1.0277281042527388e-05,2,4
irena.org,7.988368934830887e-06,2,3
irrawaddy.com,0.00022371364653243848,2,4
advocate.com,3.750515695908188e-05,2,5
sacbee.com,0.00013679890560875513,2,4
theolympian.com,7.88525378689313e-06,2,4
english.ahram.org.eg,0.0001633986928104575,2,3
biggovernment.news,7.815146770410135e-08,1,1
mediafiledc.com,1.7824898888261056e-06,2,4
qpolitical.com,6.648140515097927e-07,0,0
populardemocracy.org,1.1070396652312052e-06,2,4
cleveland.com-plaindealer,0.00014530659691950018,2,4
truthrevolt.org,5.479361983090689e-06,0,0
bettergov.org,1.9070358179467327e-06,2,3
rsf.org-en,1.3644053921301098e-05,2,3
americanmilitarynews.com,0.00025451768897938407,1,1
wcfcourier.com,8.967323074715735e-06,2,3
acculturated.com,2.621204495889951e-06,2,1
freedomoutpost.com,1.1395621802103634e-05,0,0
theknifemedia.com,5.1058180797018205e-06,2,3
reviewjournal.com,6.276675872457945e-05,2,2
wonkette.com,2.575129400252363e-05,1,5
thegatewaypundit.com,0.00012070006035003016,0,0
doctorswithoutborders.org,9.147540683687191e-06,2,3
fpri.org,5.060114156175363e-06,2,2
bustle.com,0.0009478672985781992,2,4
belfercenter.org,8.21962847279303e-06,2,3
madworldnews.com,8.097821685966473e-06,0,0
conservativefiringline.com,4.30450035512128e-06,0,0
crimeola.com,3.021303208926138e-06,2,3
independent.ie,0.0002563445270443476,2,2
politicops.com,5.2827242713234655e-08,0,3
derfmagazine.com,1.3945344291027064e-07,0,3
currentaffairs.org,2.9652473016249555e-05,2,5
reuters.com,0.002070393374741201,2,3
defiantamerica.com,0.0,0,0
rollcall.com,2.618417951873478e-05,2,3
teddystick.com,2.1592736376224928e-07,0,0
postandcourier.com,2.77062034189455e-05,2,3
good.is,1.882813676758548e-05,2,5
sandiegofreepress.org,2.443470314279152e-06,2,4
bdnews24.com,0.000136518771331058,2,3
independent.com,1.1151379983272929e-05,2,4
therealnews.com-t2,1.2954710332676961e-05,2,4
cei.org,3.3920036905000158e-06,2,2
nationofchange.org,3.0604343980584605e-06,1,5
ricochet.com,5.831345816300944e-06,1,1
citizen-times.com,9.757525491535346e-06,2,4
waterfordwhispersnews.com,1.762828987959878e-05,0,3
aim.org,3.6729326898355263e-06,1,1
upi.com,0.00010362694300518136,2,3
thevarsity.ca,5.679752817157398e-06,2,4
iflscience.com,0.0003491620111731844,2,3
thetab.com,8.650519031141868e-05,2,4
shadowproof.com,3.242363423546692e-06,2,5
shareably.net,2.608174017370439e-05,2,3
saudigazette.com.sa,3.468849729429721e-05,2,4
opposingviews.com,5.730067958605989e-06,2,4
armstrongeconomics.com,2.563248148053213e-05,2,2
listverse.com,0.0001232134056185313,2,3
theaustralian.com.au,7.7724234416291e-05,2,2
gaystarnews.com,1.940391182862465e-05,2,4
meduza.io,0.0006097560975609756,2,5
engadget.com,0.001718213058419244,2,4
oregonlive.com-#-0,0.00018786398647379298,2,2
washingtonpress.com,4.81811611659841e-05,1,5
news.abs-cbn.com,0.004694835680751174,2,3
deadstate.org,1.2173150898378535e-05,2,5
hangthebankers.com,2.177415842877673e-06,0,0
thejournal.ie,0.00012833675564681723,2,3
nationalnewswatch.com,9.886014255632556e-06,2,4
duhprogressive.com,5.581595247829807e-08,0,3
dutchreview.com,7.853300349471864e-06,1,4
realclearpolicy.com,6.013156787050067e-06,2,2
healthline.com,0.001567398119122257,2,3
watchdog.org,2.7151557277567654e-06,1,2
spectator.org,2.050230650948232e-05,2,1
alaraby.co.uk,0.0002228163992869875,2,4
journalstar.com,2.916642361313656e-05,2,3
this.org,7.898026993876659e-07,2,5
ced.org,1.283985490963952e-06,2,3
rfa.org-english,0.0002088118605136772,2,4
filmingcops.com,4.407868927609568e-06,2,5
nymag.com,0.0005488474204171242,2,5
stonecoldtruth.com,2.3028262586672624e-06,0,0
spiked-online.com,1.3946028868279754e-05,1,1
meanlefthook.com,7.729405867623876e-08,1,5
cgdev.org,1.0092446812805296e-05,2,3
macleans.ca,6.138358602909582e-05,2,4
patch.com,0.002493765586034913,2,3
dcwhispers.com,6.846642064399515e-06,1,1
plymouthpatriotpost.com,0.0,0,0
extranewsfeed.com,8.099658194424194e-06,1,5
dailycaller.com,0.0009775171065493646,1,1
bitchmedia.org,1.21630826116571e-05,2,5
colddeadhands.us,1.5079567337053966e-06,1,1
wvgazettemail.com,1.3969992456204071e-05,2,4
campaignforliberty.org,1.509174270389699e-06,1,2
remnantnewspaper.com,5.048720149442116e-06,0,0
guardianlv.com,6.322471327592528e-06,2,5
unclesamsmisguidedchildren.com,4.651292594211932e-06,0,0
thewrap.com,0.0001772735330615139,1,3
yahoo.com-news-?ref=gs,0.16666666666666666,1,4
qz.com,0.000630119722747322,2,4
cnn.com,0.010752688172043013,1,5
ageofshitlords.com,4.421785251577472e-06,0,1
undergroundjournalist.org,0.0,0,6
viraltitle.com,5.887533971071013e-07,1,5
adn.com,3.2070812353676924e-05,2,4
charlotteobserver.com,9.192021325489477e-05,2,4
courant.com,4.082965866405357e-05,2,4
nottnews.com,0.0,0,3
lifezette.com,7.415097137772504e-05,1,1
restoreamericanglory.com,2.318792187525362e-06,2,1
mises.org,3.989467804994814e-05,1,2
newsy.com,7.835946621531613e-06,2,4
hbr.org,0.0004006410256410256,2,3
circa.com,1.688219603606037e-05,2,2
pantagraph.com,1.023122570083896e-05,2,3
liberalmountain.com,1.8722033961769607e-06,2,4
jointcenter.org,4.163958358750829e-07,2,4
journalnow.com,1.5026973417284024e-05,2,2
cityandstateny.com,4.74743638435245e-06,2,3
teapartypatriots.org,1.454050548613272e-06,2,1
splcenter.org,5.66925562673621e-05,2,4
historynewsnetwork.org,9.841454173268643e-06,2,4
defund.com,7.839969292408275e-08,0,0
people.com-politics,0.0011111111111111113,2,5
oann.com,2.2634676324128565e-05,1,1
zcomm.org-zmag,3.5594662224452827e-06,2,5
theblacksphere.net,1.6458575411546678e-06,1,1
stocknewsusa.com,5.011094563363287e-07,2,3
cctv-america.com,1.2241115704249747e-06,2,4
firstpost.com,0.0007710100231303008,2,5
hoover.org,1.355729992814631e-05,1,2
learnliberty.org,3.2606002112868936e-06,2,2
militarytimes.com,0.00014347202295552367,2,2
freepress.net,6.212569270147363e-06,2,4
ciponline.org,9.619139779567792e-07,2,4
thenation.com,7.534091765237701e-05,2,5
ifyouonlynews.com,1.1687622573941743e-06,0,6
thenews.com.pk,5.581291510855612e-05,2,3
wikitribune.com,6.104745218458308e-06,2,3
earthmagazine.org,3.376325207644e-06,2,3
news.trust.org,1.4266759876164526e-05,2,4
libertynation.com,3.768792139807112e-06,2,1
eagletribune.com,7.929711041329654e-06,2,3
russia-insider.com-en,4.383849896979528e-05,1,2
alphanewsmn.com,1.1982548616195371e-06,1,1
nola.com-#-0,0.00010207206287639072,2,4
alhayat.com,5.234779877506151e-05,2,4
roanoke.com,2.0509454858689857e-05,2,4
louderwithcrowder.com,4.703447627110673e-05,1,1
investigaterussia.org,3.2456046399163934e-06,2,4
dallasvoice.com,2.3729746661224646e-06,2,5
theodysseyonline.com,0.00021992522542335605,1,4
chicagoreader.com,2.1275237750781866e-05,2,5
whowhatwhy.org,4.5211431258279335e-06,1,5
twincities.com,5.495109352676118e-05,2,4
mtdemocrat.com,3.190199706501627e-06,2,4
politico.com,0.0011534025374855825,2,4
knightstemplarinternational.com,1.6247428844385373e-06,0,0
chronicle.su,6.118898769550646e-07,0,3
columbiadailyherald.com,1.6108325265747097e-06,2,2
americanlookout.com,3.096023158253224e-06,0,0
jpost.com,0.00015845349389954048,2,3
investors.com,0.0001023122570083896,1,2
cnsnews.com,4.3746445601294894e-05,1,1
thetimesherald.com,2.5266881435158864e-06,2,2
tennessean.com,4.609356994699239e-05,2,2
ipolitics.ca,9.970089730807577e-06,2,4
thelasource.com-en,4.843058275067306e-07,2,5
religionnews.com,1.350056027325134e-05,2,4
buffalonews.com,4.024144869215292e-05,2,4
archaeology.org,9.49631542961331e-06,2,3
politicslive.net,9.28375806526482e-07,0,0
marxist.com,7.074136955291455e-06,2,5
interpretermag.com,9.673949215636197e-07,2,4
unwatch.org,2.0674099694643553e-06,1,1
psmag.com,3.58512888538343e-05,2,4
alliedprogress.org,4.3563228104903744e-07,2,4
debatepost.com,4.177371180316227e-06,2,1
townhall.com,0.00010579771476936097,1,1
pjmedia.com,0.00012226433549333658,1,1
baptistnews.com,4.353978447806683e-06,2,4
duffelblog.com,1.3410758110155968e-05,0,3
jewishpress.com,9.258144852934367e-06,2,2
usadosenews.com,7.360805872804244e-08,0,0
omaha.com,5.193995740923493e-05,2,2
economictimes.indiatimes.com,0.004587155963302753,2,4
riverbender.com,5.075961767855964e-06,2,3
ndtv.com,0.0028490028490028487,2,4
kuow.org,1.1786615119869874e-05,2,4
lifehacker.com,0.0019379844961240308,2,4
mlive.com,0.0001888930865130336,2,3
nationalmemo.com,3.6544631959011536e-06,2,5
projectveritas.com,3.7775477670915147e-06,1,1
taxfoundation.org,4.285591840233136e-05,2,2
govexec.com,1.6887042572234325e-05,2,3
truthorfiction.com,1.16982323970848e-05,2,3
insidephilanthropy.com,8.947264821144176e-06,2,4
thejakartapost.com,0.0001124859392575928,2,3
pbs.org-newshour,0.0006605019815059445,2,4
conservative101.com,1.6868811254870869e-06,0,0
allnewspipeline.com,1.1643883468014254e-05,0,0
washingtonexaminer.com,0.00017674089784376103,2,2
seattletimes.com,0.00023025558369790464,2,4
time.com,0.0018587360594795536,2,4
amgreatness.com,1.4087880196666806e-05,2,2
ibleedredwhiteblue.com,1.942431384096965e-07,1,1
sonsoflibertymedia.com,2.630533656362866e-06,0,0
cbsnews.com,0.001607717041800643,2,4
afr.com,8.278145695364238e-05,2,3
wearyourvoicemag.com,6.024967465175687e-06,2,5
bbc.com-news,0.011235955056179777,2,4
northjersey.com,2.336230258854313e-05,2,4
chicago.suntimes.com,9.821253191907288e-05,2,4
couriermail.com.au,3.850448577259251e-05,2,2
thefrisky.com,1.4319672365896267e-05,2,5
globalnews.ca,0.0003653635367190354,2,4
americanprogress.org,2.299114840786297e-05,2,5
nationalvanguard.org,7.3638244758797924e-06,0,0
theamericanconservative.com,3.092624091541673e-05,2,2
eaglerising.com,3.96557877622239e-06,0,0
erlc.com,3.964085386399224e-06,1,1
defendevropa.org,3.52092839840009e-06,0,0
yesmagazine.org,1.254484783099581e-05,2,5
stimson.org,2.591566524216893e-06,2,3
peacock-panache.com,9.740541203950377e-07,2,5
host.madison.com-wsj,4.863103632738414e-05,2,3
upr.org,2.345111263803911e-06,2,4
uproxx.com,0.00027427317608337906,2,5
factcheck.org-scicheck,3.76548555936288e-05,2,3
sputniknews.com,0.0013440860215053767,1,2
wn.com,6.157635467980295e-05,2,3
modernliberals.com,4.92300663768985e-07,1,5
washingtonbabylon.com,6.691917502041035e-07,2,2
earthfirstjournal.org,1.3105094998833646e-06,1,5
earth.columbia.edu-sections-view-9,0.0005341880341880341,2,3
libertyheadlines.com,7.807193548135252e-06,1,1
freetelegraph.com,1.2667218366250575e-07,0,1
dandygoat.com,2.8307313250993023e-07,0,3
conservapedia.com-Main_Page,1.0102030508132134e-05,0,0
ivn.us,3.696543362301912e-06,2,3
strategic-culture.org,1.187056337693787e-05,2,2
berkshireeagle.com,6.006438902503484e-06,2,4
resourcegovernance.org,2.6091879946041994e-06,2,4
theamericanmirror.com,3.287202919036192e-05,0,0
jacobinmag.com,4.208754208754209e-05,2,5
ruthinstitute.org,2.908091794499112e-07,0,0
proudemocrat.com,1.2339905155488974e-06,1,5
fmobserver.com,2.521259258063996e-07,0,3
betootaadvocate.com,2.7044569450454348e-05,0,3
dailyrecord.co.uk,5.87406015037594e-05,1,5
uft.org,6.646991571614688e-06,2,4
nextgov.com,1.2223743399178565e-05,2,3
discovermagazine.com,5.742176284811945e-05,2,3
talkingpointsmemo.com,0.0001570845114671693,2,5
birminghammail.co.uk,6.940106877645916e-05,1,4
kfor.com,3.454947484798231e-05,2,4
americanconsequences.com,1.3633581146393306e-06,1,1
windsorstar.com,1.908943399828195e-05,2,4
sonorannews.com,9.94605261063989e-07,1,1
mentalfloss.com,0.0003787878787878788,2,3
thefifthcolumnnews.com,1.004110829736943e-06,1,4
informationliberation.com,8.375910880308231e-06,0,0
commondreams.org,4.945843018942579e-05,2,5
dcreport.org,1.9140587616039813e-06,2,4
autostraddle.com,3.966679888932963e-05,2,5
jns.org,3.88891697551149e-06,2,2
bgr.com,0.00027196083763937986,2,4
wgntv.com,6.453278265358803e-05,2,4
bearingarms.com,1.9120458891013384e-05,1,1
americantruthseekers.com,1.3957569825185627e-07,0,0
themillenniumreport.com,7.42931011426279e-06,0,0
politicususa.com,4.5419448607893895e-05,2,5
knoxreport.com,0.0,1,1
piie.com,1.1369708821757075e-05,2,3
huzlers.com,6.631783485532763e-06,0,3
mediaequalizer.com,2.092496725242625e-06,1,1
thecanary.co,2.014829142488717e-05,2,5
westernjournalism.com,3.569121389387575e-07,1,1
worldpolicy.org,3.0422322683492237e-06,2,4
axios.com,0.0002853067047075606,2,4
hotair.com,6.392635683692387e-05,2,1
workers.org,2.9634195490860814e-06,1,5
globalintegrity.org,5.309140641259243e-07,2,3
harddawn.com,6.266194195624317e-07,0,3
fedsoc.org,3.7737415515361016e-06,1,1
politichicks.com,7.257657736118822e-07,1,1
nextavenue.org,1.4359151086987735e-05,2,3
rappler.com,0.0007002801120448178,1,5
oppositionreport.com,1.6297633909509017e-06,0,6
ejinsight.com,7.77049078419793e-06,2,3
factbox.tv,2.1663843867810693e-07,2,4
avoiceformen.com,2.534918502370149e-05,0,0
christwire.org,2.109825711517623e-07,0,3
futureinamerica.com-news,0.0,1,1
newcenturytimes.com,2.314718904008376e-07,0,6
chaser.com.au,2.124657930073258e-06,0,3
financialpost.com,7.882705344474224e-05,2,2
sctimes.com,6.968204084761235e-06,2,3
factmyth.com,7.674067025301399e-06,2,4
simplepolitics.co.uk,1.7034718801082866e-07,2,3
libertyhangout.org,1.6677952080908082e-06,1,1
tulsaworld.com,3.888478438387059e-05,2,2
newsday.com,9.592326139088728e-05,2,4
psychologytoday.com,0.0007942811755361397,2,3
consortiumnews.com,1.4994526997645859e-05,2,3
usainfront.com,0.0,0,0
conservativehq.com,1.4806303931962072e-06,1,1
hoover.org-publications-policy-review,1.355729992814631e-05,2,1
rinf.com,1.2922751667358031e-06,0,0
adl.org,1.7048263634348842e-05,2,4
conservativedailynews.com,3.1472074828005117e-06,1,1
capitalresearch.org,2.233394156100851e-06,1,1
infogalactic.com,9.762383583575768e-06,0,0
news.err.ee,3.671341508187091e-05,2,3
opslens.com,1.8298094253483502e-06,1,1
vote.us.org,9.358861812661793e-07,1,5
leftfootforward.org,2.314043466992484e-06,2,5
geopoliticsalert.com,6.4761722195526e-07,2,4
newsnow.co.uk,0.00034831069313827936,1,3
themarshallproject.org-#.qjbbuljBK,1.1026695630120524e-05,2,3
magapill.com,3.417062761191735e-06,0,1
themilitant.com,7.14590946704378e-07,2,5
latimes.com,0.0013793103448275859,2,4
indymedia.org-or-index.shtml,2.851927903262605e-05,1,4
wikipedia.org,0.2,2,3
dailydot.com,0.00018412815319462345,2,5
readersupportednews.org,6.313450174251225e-06,1,5
redstate.com,4.6609182008855735e-05,1,1
military.com,0.00012406947890818859,2,3
silive.com,2.1487354691763894e-05,2,4
bradford-delong.com,3.1632956479378474e-06,2,5
democratherald.com,5.962211503490875e-06,2,3
feministcurrent.com,6.048289543717037e-06,2,5
deccanherald.com,4.039587962027873e-05,1,4
cowgernation.com,4.211872341518826e-07,1,1
federaltimes.com,4.6904535199508435e-06,2,3
sunlightfoundation.com,3.3449178989901687e-06,2,3
hillarydaily.com,1.3820893929891028e-07,1,1
freemedia.at,3.533776186164984e-07,2,3
beinglibertarian.com,1.7165672774213042e-06,2,1
frontpagemag.com,1.974684544144073e-05,0,0
americanindependent.com,1.6223879148973178e-07,2,5
tabletmag.com,2.7226442320781947e-05,2,4
curvemag.com,2.52724368694527e-06,2,5
helenair.com,7.533183674084343e-06,2,3
ahtribune.com,3.396531462070933e-06,1,4
nber.org,6.608948516291059e-05,2,3
faithfamilyamerica.com,3.919631868174942e-06,2,2
centerforinquiry.net,3.150678025911176e-06,2,3
bjreview.com,1.4706509542318716e-06,2,4
tnonline.com,2.648810154478608e-06,2,2
sciencedaily.com,0.00026034886748242653,2,3
elpasotimes.com,5.156552947485665e-06,2,4
cnbc.com,0.002232142857142857,2,4
algemeiner.com,9.892566725362564e-06,2,2
calgaryherald.com,3.2030749519538757e-05,2,4
feministfrequency.com,2.96334051449518e-06,2,4
