source_url_processed,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,fact,bias
quadrant.org.au,1,15,3,2,0,0,0,0,0,0,0,0,1,1
studentnewsdaily.com,1,24,3,2,1,0,0,0,0,1,0,0,2,2
csmonitor.com,0,17,3,2,0,0,0,0,0,1,0,0,2,3
patribotics.blog,1,15,2,0,1,0,0,0,0,0,0,0,0,1
mbganews.com,0,12,2,1,0,0,0,0,0,1,0,0,0,0
politifeed.net,0,12,2,1,0,0,0,0,0,0,0,0,1,1
bloomberg.com,1,17,3,2,0,0,0,0,0,1,0,0,2,4
itsgoingdown.org,1,16,2,1,1,0,0,0,0,1,0,0,1,5
republicanssucks.org,0,20,2,1,1,0,0,0,0,1,0,0,1,5
bipartisanpolicy.org,1,20,2,1,1,0,0,0,0,1,0,0,2,2
antifascistnews.net,1,18,2,1,1,0,0,0,0,0,0,0,2,5
reason.com,0,10,2,1,0,0,0,0,0,1,0,0,2,2
kentucky.com,0,16,3,2,0,0,0,0,0,1,0,0,2,4
dailysignal.com,0,15,2,1,1,0,0,0,0,1,0,0,1,1
courier-journal.com,0,23,3,2,1,0,1,0,0,1,0,0,2,4
vancouversun.com,0,16,2,1,1,0,0,0,0,1,0,0,2,4
timescolonist.com,0,21,3,2,1,0,0,0,0,1,0,0,2,4
techxplore.com,1,13,2,1,0,0,0,0,0,1,0,0,2,3
dailyrecord.com,0,19,3,2,1,0,0,0,0,1,0,0,2,3
vivaliberty.com,0,19,3,2,1,0,0,0,0,1,0,0,1,1
newsite.thehindu.com,0,20,3,1,0,0,0,0,0,1,0,0,2,4
scotusblog.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
consumerist.com,1,15,2,1,1,0,0,0,0,1,0,0,2,3
dailynews.com,0,17,3,2,0,0,0,0,0,1,0,0,2,2
edmontonjournal.com,0,19,2,1,1,0,0,0,0,1,0,0,2,4
hcn.org,1,11,3,3,0,0,0,0,0,1,0,0,2,4
icenews.is,0,13,3,2,0,0,0,0,0,0,0,0,2,4
680news.com,0,15,3,2,0,3,0,0,0,1,0,0,2,3
jezebel.com,0,11,2,1,0,0,0,0,0,1,0,0,1,5
takepart.com,0,16,3,2,0,0,0,0,0,1,0,0,2,5
abcnews.go.com,0,14,3,2,0,0,0,0,0,1,0,0,2,4
spectator.co.uk,0,19,4,3,0,0,0,0,0,0,0,0,2,2
americasquarterly.org,0,25,3,2,1,0,0,0,0,1,0,0,2,2
en.wikinews.org-wiki-Main_Page,1,30,3,1,1,0,1,0,0,0,0,0,2,3
nautil.us,0,8,2,1,0,0,0,0,0,0,0,0,2,3
nj.com-starledger,0,21,3,2,1,0,0,0,0,0,0,0,2,4
punchingbagpost.com,0,18,2,1,1,0,0,0,0,1,0,0,2,2
digitaljournal.com,0,22,3,2,1,0,0,0,0,1,0,0,2,3
triblive.com,0,11,2,1,0,0,0,0,0,1,0,0,2,2
crimeresearch.org,0,17,2,1,1,0,0,0,0,1,0,0,1,1
themonthly.com.au,1,21,4,3,1,0,0,0,0,0,1,0,2,4
theoslotimes.com,0,20,3,2,1,0,0,0,0,1,0,0,2,4
euronews.com,0,16,3,2,0,0,0,0,0,1,0,0,2,3
counterpunch.org,0,20,3,2,1,0,0,0,0,1,0,0,2,5
pennlive.com,0,16,3,2,0,0,0,0,0,1,0,0,2,4
toprightnews.com,0,15,2,1,1,0,0,0,0,1,0,0,0,0
newsobserver.com,0,20,3,2,1,0,0,0,0,1,0,0,2,4
altoday.com,1,11,2,1,0,0,0,0,0,1,0,0,2,3
humanprogress.org,0,16,2,1,1,0,0,0,0,1,0,0,1,2
conservativemedia.com,1,21,2,1,1,0,0,0,0,1,0,0,0,0
newsbiscuit.com,0,19,3,2,1,0,0,0,0,1,0,0,0,3
news24.com,0,14,3,2,0,2,0,0,0,1,0,0,2,3
chicagotribune.com,0,22,3,2,1,0,0,0,0,1,0,0,2,4
thelondoneconomic.com,1,25,3,2,1,0,0,0,0,1,0,0,1,5
ebar.com,0,12,3,2,0,0,0,0,0,1,0,0,2,5
toledoblade.com,0,19,3,2,1,0,0,0,0,1,0,0,2,2
consmovement.com,0,16,2,1,1,0,0,0,0,1,0,0,0,0
jta.org,0,11,3,3,0,0,0,0,0,1,0,0,2,3
youngcons.com,0,17,3,2,0,0,0,0,0,1,0,0,1,1
reverbpress.com,0,15,2,1,1,0,0,0,0,1,0,0,1,5
rooseveltinstitute.org,0,22,2,1,1,0,0,0,0,1,0,0,2,4
therebel.media,0,18,3,1,0,0,0,0,0,0,0,0,1,1
inquirer.net,1,15,3,2,0,0,0,0,0,0,0,0,2,4
thelapine.ca,1,10,2,1,0,0,0,0,0,0,0,0,0,3
newpol.org,0,10,2,1,0,0,0,0,0,1,0,0,2,5
voiceofsandiego.org,0,23,3,2,1,0,0,0,0,1,0,0,2,3
economist.com,0,17,3,2,0,0,0,0,0,1,0,0,2,3
newrepublic.com,1,15,2,1,1,0,0,0,0,1,0,0,2,5
lifesitenews.com,1,20,3,2,1,0,0,0,0,1,0,0,1,1
nextbigfuture.com,1,21,3,2,1,0,0,0,0,1,0,0,2,3
politifact.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
tennesseestar.com,0,16,2,1,1,0,0,0,0,1,0,0,2,1
pluralist.com,1,17,3,2,0,0,0,0,0,1,0,0,2,4
stuff.co.nz,1,15,4,3,0,0,0,0,0,0,0,0,2,4
backchannel.com,1,15,2,1,1,0,0,0,0,1,0,0,2,4
cincinnati.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
sbgi.net,0,6,2,2,0,0,0,0,0,0,0,0,1,1
thefloridasqueeze.com,1,19,2,1,1,0,0,0,0,1,0,0,1,5
earthsky.org,0,12,2,1,0,0,0,0,0,1,0,0,2,3
countercurrents.org,0,23,3,2,1,0,0,0,0,1,0,0,2,5
newmatilda.com,1,14,2,1,1,0,0,0,0,1,0,0,2,4
theverge.com,0,16,3,2,0,0,0,0,0,1,0,0,2,4
americanactionforum.org,1,27,3,2,1,0,0,0,0,1,0,0,2,2
loonwatch.com,0,17,3,2,0,0,0,0,0,1,0,0,0,6
dawn.com,1,12,3,2,0,0,0,0,0,1,0,0,2,4
everydayfeminism.com,0,20,2,1,1,0,0,0,0,1,0,0,2,5
weforum.org,1,15,3,2,0,0,0,0,0,1,0,0,2,3
thereligionofpeace.com,1,26,3,2,1,0,0,0,0,1,0,0,0,0
i24news.tv,0,14,3,2,0,2,0,0,0,0,0,0,2,3
voiceofeurope.com,1,17,2,1,1,0,0,0,0,1,0,0,0,0
aclu.org,1,12,3,2,0,0,0,0,0,1,0,0,2,4
thetandd.com,0,10,2,1,0,0,0,0,0,1,0,0,2,3
affinitymagazine.us,0,18,2,1,1,0,0,0,0,0,0,0,2,4
legalinsurrection.com,0,21,2,1,1,0,0,0,0,1,0,0,1,1
poststar.com,0,11,2,1,0,0,0,0,0,1,0,0,2,3
eff.org,1,11,3,3,0,0,0,0,0,1,0,0,2,4
nationalcenter.org,0,22,3,2,1,0,0,0,0,1,0,0,1,1
bluenationreview.com,0,20,2,1,1,0,0,0,0,1,0,0,1,5
newslookup.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
realclearpolitics.com,0,25,3,2,1,0,0,0,0,1,0,0,2,2
thebaffler.com,1,12,2,1,0,0,0,0,0,1,0,0,2,4
presstv.com,0,15,3,2,0,0,0,0,0,1,0,0,1,4
futurism.com,1,12,2,1,0,0,0,0,0,1,0,0,2,3
hoggwatch.com,0,17,3,2,0,0,0,0,0,1,0,0,0,0
newrevolutionnow.org,0,24,3,2,1,0,0,0,0,1,0,0,2,1
lethbridgeherald.com,0,20,2,1,1,0,0,0,0,1,0,0,2,4
valleynewslive.com,0,22,3,2,1,0,0,0,0,1,0,0,2,2
highline.huffingtonpost.com,0,26,3,1,1,0,0,0,0,1,0,0,2,4
crosscut.com,0,12,2,1,0,0,0,0,0,1,0,0,2,4
yesimright.com,1,14,2,1,1,0,0,0,0,1,0,0,0,0
vidmax.com,0,10,2,1,0,0,0,0,0,1,0,0,0,0
world.wng.org,1,13,3,2,0,0,0,0,0,1,0,0,1,1
thecipherbrief.com,1,22,3,2,1,0,0,0,0,1,0,0,2,3
emptywheel.net,1,17,3,2,1,0,0,0,0,0,0,0,2,4
codepink.org,0,16,3,2,0,0,0,0,0,1,0,0,1,5
leftscoop.com,1,17,3,2,0,0,0,0,0,1,0,0,1,5
freep.com,0,13,3,2,0,0,0,0,0,1,0,0,2,4
sltrib.com,0,14,3,2,0,0,0,0,0,1,0,0,2,4
securingdemocracy.gmfus.org,0,26,3,1,1,0,0,0,0,1,0,0,2,3
ipatriot.com,0,12,2,1,0,0,0,0,0,1,0,0,1,1
news-gazette.com,0,20,3,2,1,0,1,0,0,1,0,0,2,2
studionewsnetwork.com,1,19,2,1,1,0,0,0,0,1,0,0,0,1
mcall.com,0,13,3,2,0,0,0,0,0,1,0,0,2,3
conservativetribune.com,0,23,2,1,1,0,0,0,0,1,0,0,0,0
dailysabah.com,0,18,3,2,1,0,0,0,0,1,0,0,1,1
oneindia.com,1,16,3,2,0,0,0,0,0,1,0,0,1,4
newsthump.com,0,13,2,1,0,0,0,0,0,1,0,0,0,3
inews.co.uk,1,11,3,2,0,0,0,0,0,0,0,0,2,4
bullshitnews.org,1,16,2,1,1,0,0,0,0,1,0,0,0,3
atlantablackstar.com,0,20,2,1,1,0,0,0,0,1,0,0,2,4
ncse.com,1,8,2,1,0,0,0,0,0,1,0,0,2,3
disobedientmedia.com,0,20,2,1,1,0,0,0,0,1,0,0,2,1
renewedright.com,1,16,2,1,1,0,0,0,0,1,0,0,1,1
newsone.com,1,11,2,1,0,0,0,0,0,1,0,0,2,4
chron.com,0,13,3,2,0,0,0,0,0,1,0,0,2,4
imediaethics.org,1,20,3,2,1,0,0,0,0,1,0,0,2,3
transparency.org,1,20,3,2,1,0,0,0,0,1,0,0,2,3
adaa.org,1,12,3,2,0,0,0,0,0,1,0,0,2,3
alternet.org,0,16,3,2,0,0,0,0,0,1,0,0,1,5
puppetstringnews.com,0,24,3,2,1,0,0,0,0,1,0,0,0,0
limacharlienews.com,1,19,2,1,1,0,0,0,0,1,0,0,2,3
calwatchdog.com,1,15,2,1,1,0,0,0,0,1,0,0,2,4
sfchronicle.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
en.mercopress.com,0,17,3,2,1,0,0,0,0,1,0,0,2,3
realclearscience.com,0,24,3,2,1,0,0,0,0,1,0,0,2,3
israelnationalnews.com,0,26,3,2,1,0,0,0,0,1,0,0,2,2
mayoclinic.org,0,18,3,2,1,0,0,0,0,1,0,0,2,3
progressivestoday.com,0,25,3,2,1,0,0,0,0,1,0,0,0,0
projectcensored.org,0,18,2,1,1,0,0,0,0,1,0,0,2,5
billmoyers.com,0,14,2,1,1,0,0,0,0,1,0,0,2,4
pressdemocrat.com,0,21,3,2,1,0,0,0,0,1,0,0,2,4
fastcompany.com,1,19,3,2,1,0,0,0,0,1,0,0,2,4
dailysquib.co.uk,0,20,4,3,1,0,0,0,0,0,0,0,0,3
citypaper.com,0,17,3,2,0,0,0,0,0,1,0,0,1,5
mercurynews.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
jihadwatch.org,1,18,3,2,1,0,0,0,0,1,0,0,0,0
thepeoplestruth.com,0,17,2,1,1,0,0,0,0,1,0,0,0,0
caribbeanlifenews.com,1,25,3,2,1,0,0,0,0,1,0,0,2,4
sootoday.com,1,16,3,2,0,0,0,0,0,1,0,0,2,4
mexiconewsdaily.com,0,19,2,1,1,0,0,0,0,1,0,0,2,4
financialexpress.com,0,24,3,2,1,0,0,0,0,1,0,0,2,3
conservativedailypost.com,1,25,2,1,1,0,0,0,0,1,0,0,0,0
cosmopolitan.com,0,20,3,2,1,0,0,0,0,1,0,0,2,5
smirkingchimp.com,0,21,3,2,1,0,0,0,0,1,0,0,2,5
pacificresearch.org-home,0,28,3,1,1,0,0,0,0,0,0,0,2,2
truthbetold.news,0,14,2,1,1,0,0,0,0,0,0,0,2,3
thepeoplescube.com,0,16,2,1,1,0,0,0,0,1,0,0,0,3
cdt.org,1,7,2,2,0,0,0,0,0,1,0,0,2,3
patrioticviralnews.com,0,21,2,1,1,0,0,0,0,1,0,0,0,0
thenewcivilrightsmovement.com,0,33,3,2,1,0,0,0,0,1,0,0,1,5
bipartisanreport.com,0,24,3,2,1,0,0,0,0,1,0,0,0,6
viralthread.com,0,19,3,2,1,0,0,0,0,1,0,0,1,3
concernedwomen.org-blog,1,23,2,0,1,0,0,0,0,0,0,0,0,0
thehardtimes.net,0,13,2,1,1,0,0,0,0,0,0,0,0,3
trib.com,0,7,2,2,0,0,0,0,0,1,0,0,2,3
dailyjournalonline.com,1,22,2,1,1,0,0,0,0,1,0,0,2,3
ntknetwork.com,1,14,2,1,1,0,0,0,0,1,0,0,1,1
thatsnonsense.com,0,21,3,2,1,0,0,0,0,1,0,0,2,3
denverpost.com,0,18,3,2,1,0,0,0,0,1,0,0,2,4
telesurtv.net-english,0,23,3,1,0,0,0,0,0,0,0,0,1,5
metro.us,0,11,3,2,0,0,0,0,0,0,0,0,2,4
baxterbulletin.com,1,22,3,2,1,0,0,0,0,1,0,0,2,3
npr.org-sections-news,0,24,3,2,1,0,0,0,0,0,0,0,2,4
judicialnetwork.com,1,19,2,1,1,0,0,0,0,1,0,0,1,1
dailykos.com,0,16,3,2,0,0,0,0,0,1,0,0,1,5
speisa.com,0,8,2,1,0,0,0,0,0,1,0,0,0,0
montrealgazette.com,0,19,2,1,1,0,0,0,0,1,0,0,2,4
theconversation.com-us,1,19,2,0,1,0,0,0,0,0,0,0,2,3
thequint.com,1,16,3,2,0,0,0,0,0,1,0,0,1,2
outlook.monmouth.edu,0,20,3,1,0,0,0,0,0,0,0,0,2,3
aclj.org,1,8,2,1,0,0,0,0,0,1,0,0,1,1
elpais.com-elpais-inenglish.html,0,32,3,0,1,0,0,0,0,0,0,0,2,4
tytnetwork.com,1,13,2,1,0,0,0,0,0,1,0,0,2,5
geneticliteracyproject.org,1,30,3,2,1,0,0,0,0,1,0,0,2,3
albawaba.com,0,16,3,2,0,0,0,0,0,1,0,0,2,3
lawfareblog.com,1,19,3,2,1,0,0,0,0,1,0,0,2,4
nowthisnews.com,1,15,2,1,1,0,0,0,0,1,0,0,1,5
againstcronycapitalism.org,0,30,3,2,1,0,0,0,0,1,0,0,1,1
gotnews.com,0,11,2,1,0,0,0,0,0,1,0,0,0,0
other98.com,0,11,2,1,0,2,0,0,0,1,0,0,1,5
thinkprogress.org,0,15,2,1,1,0,0,0,0,1,0,0,1,5
post-gazette.com,0,20,3,2,1,0,1,0,0,1,0,0,2,4
personalliberty.com,0,18,2,1,1,0,0,0,0,1,0,0,0,0
foreignpolicyi.org,0,22,3,2,1,0,0,0,0,1,0,0,2,2
tomdispatch.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
bellingcat.com,1,18,3,2,1,0,0,0,0,1,0,0,2,3
gizmodo.com,0,11,2,1,0,0,0,0,0,1,0,0,2,5
star-telegram.com,0,21,3,2,1,0,1,0,0,1,0,0,2,2
arkansasonline.com,0,22,3,2,1,0,0,0,0,1,0,0,2,2
trumpservativenews.info,0,27,3,1,1,0,0,0,0,0,0,0,0,0
viraldevil.com,0,14,2,1,1,0,0,0,0,1,0,0,0,3
timesofsandiego.com,0,18,2,1,1,0,0,0,0,1,0,0,2,3
votevets.org,0,16,3,2,0,0,0,0,0,1,0,0,2,4
kansascity.com,0,18,3,2,1,0,0,0,0,1,0,0,2,4
bizpacreview.com,0,20,3,2,1,0,0,0,0,1,0,0,1,1
usatoday.com,0,16,3,2,0,0,0,0,0,1,0,0,2,3
thehornnews.com,1,13,2,1,0,0,0,0,0,1,0,0,0,0
colombiareports.com,1,19,2,1,1,0,0,0,0,1,0,0,1,4
focusonthefamily.com,0,24,3,2,1,0,0,0,0,1,0,0,0,0
hudson.org,0,14,3,2,0,0,0,0,0,1,0,0,2,1
realmofhistory.com,1,22,3,2,1,0,0,0,0,1,0,0,2,3
necn.com,0,12,3,2,0,0,0,0,0,1,0,0,2,4
heavy.com,0,8,2,1,0,0,0,0,0,1,0,0,2,4
rightalerts.com,0,15,2,1,1,0,0,0,0,1,0,0,0,0
positive.news,1,16,3,2,0,0,0,0,0,0,0,0,2,4
allthatsfab.com,0,19,3,2,1,0,0,0,0,1,0,0,1,5
globetoday.com,0,18,3,2,1,0,0,0,0,1,0,0,1,5
fortnightlyreview.co.uk,0,23,3,2,1,0,0,0,0,0,0,0,2,2
prospect.org,0,11,2,1,0,0,0,0,0,1,0,0,2,5
fairus.org,0,14,3,2,0,0,0,0,0,1,0,0,0,0
judicialwatch.org,0,21,3,2,1,0,0,0,0,1,0,0,1,1
soas.ac.uk,0,24,4,2,1,0,0,0,0,0,0,0,2,3
citizen.org,1,15,3,2,0,0,0,0,0,1,0,0,2,4
greensboro.com,0,18,3,2,1,0,0,0,0,1,0,0,2,4
sfgate.com,0,14,3,2,0,0,0,0,0,1,0,0,2,4
businessinsider.com,0,23,3,2,1,0,0,0,0,1,0,0,2,4
deepstatenation.com,0,19,2,1,1,0,0,0,0,1,0,0,1,5
ir.net,0,5,2,2,0,0,0,0,0,0,0,0,1,5
elitedaily.com,0,14,2,1,1,0,0,0,0,1,0,0,1,5
chroniclesofdemocracy.com,0,29,3,2,1,0,0,0,0,1,0,0,2,5
mtstandard.com,0,14,2,1,1,0,0,0,0,1,0,0,2,3
esquire.com,0,15,3,2,0,0,0,0,0,1,0,0,2,5
takimag.com,0,10,2,1,0,0,0,0,0,1,0,0,0,0
squawker.org,1,11,2,1,0,0,0,0,0,1,0,0,0,0
americanewshub.com,1,22,3,2,1,0,0,0,0,1,0,0,1,1
morningconsult.com,1,18,2,1,1,0,0,0,0,1,0,0,2,4
carbonated.tv,0,17,3,2,1,0,0,0,0,0,0,0,2,5
pmnightlynews.com,0,16,2,1,1,0,0,0,0,1,0,0,0,0
gopusa.com,0,14,3,2,0,0,0,0,0,1,0,0,1,1
staradvertiser.com,0,22,3,2,1,0,0,0,0,1,0,0,2,4
icij.org,1,12,3,2,0,0,0,0,0,1,0,0,2,3
9news.com.au,0,16,4,3,0,1,0,0,0,0,1,0,2,2
eppc.org,1,8,2,1,0,0,0,0,0,1,0,0,2,2
newint.org,1,10,2,1,0,0,0,0,0,1,0,0,2,5
newsrescue.com,0,14,2,1,1,0,0,0,0,1,0,0,2,2
inquisitr.com-news,0,21,3,1,0,0,0,0,0,0,0,0,1,4
nationalinterest.org,0,20,2,1,1,0,0,0,0,1,0,0,2,2
rte.ie,1,10,3,3,0,0,0,0,0,0,0,0,2,3
fwweekly.com,1,16,3,2,0,0,0,0,0,1,0,0,2,4
consumerreports.org,1,23,3,2,1,0,0,0,0,1,0,0,2,3
trueviralnews.com,0,16,2,1,1,0,0,0,0,1,0,0,2,3
politicalsitenews.com,0,20,2,1,1,0,0,0,0,1,0,0,0,0
nbcnews.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
cleantechnica.com,1,17,2,1,1,0,0,0,0,1,0,0,2,4
motherjones.com,0,19,3,2,1,0,0,0,0,1,0,0,2,5
dailymail.co.uk,0,37,5,2,1,0,0,0,0,0,0,0,1,1
techcrunch.com,1,13,2,1,0,0,0,0,0,1,0,0,2,4
recode.net,1,13,3,2,0,0,0,0,0,0,0,0,2,3
stepfeed.com,1,10,2,1,0,0,0,0,0,1,0,0,1,4
worldpoliticsreview.com,0,27,3,2,1,0,0,0,0,1,0,0,2,3
dutchdailynews.com,0,22,3,2,1,0,0,0,0,1,0,0,2,4
abqjournal.com,1,18,3,2,1,0,0,0,0,1,0,0,2,3
ecfr.eu,0,11,3,2,0,0,0,0,0,0,0,0,2,4
americamagazine.org,0,23,3,2,1,0,0,0,0,1,0,0,2,4
thefiscaltimes.com,0,22,3,2,1,0,0,0,0,1,0,0,2,2
scmp.com,0,12,3,2,0,0,0,0,0,1,0,0,2,3
conservativetoday.com,1,21,2,1,1,0,0,0,0,1,0,0,1,1
pri.org,0,11,3,3,0,0,0,0,0,1,0,0,2,4
syriana-analysis.com,0,24,3,2,1,0,1,0,0,1,0,0,1,5
jordantimes.com,0,19,3,2,1,0,0,0,0,1,0,0,2,3
opednews.com,1,16,3,2,0,0,0,0,0,1,0,0,1,5
wnyc.org,0,12,3,2,0,0,0,0,0,1,0,0,2,4
lohud.com,0,13,3,2,0,0,0,0,0,1,0,0,2,4
commdiginews.com,0,20,3,2,1,0,0,0,0,1,0,0,2,2
juancole.com,1,16,3,2,0,0,0,0,0,1,0,0,2,5
cato.org-regulation,0,23,3,1,1,0,0,0,0,0,0,0,1,2
spokesman.com,0,17,3,2,0,0,0,0,0,1,0,0,2,2
clickhole.com,0,17,3,2,0,0,0,0,0,1,0,0,0,3
grist.org,0,9,2,1,0,0,0,0,0,1,0,0,2,4
wnd.com,0,11,3,3,0,0,0,0,0,1,0,0,1,1
breitbartunmasked.com,0,25,3,2,1,0,0,0,0,1,0,0,1,5
theweek.com,0,9,2,1,0,0,0,0,0,1,0,0,2,4
geologyin.com,0,17,3,2,0,0,0,0,0,1,0,0,2,3
progressiveliberal.net,1,25,3,2,1,0,0,0,0,0,0,0,1,5
amren.com,0,13,3,2,0,0,0,0,0,1,0,0,0,0
act.tv,0,6,2,2,0,0,0,0,0,0,0,0,2,5
valuewalk.com,0,17,3,2,0,0,0,0,0,1,0,0,2,2
wionews.com,0,15,3,2,0,0,0,0,0,1,0,0,1,3
the-japan-news.com,0,16,2,1,1,0,2,0,0,1,0,0,2,2
baltimoresun.com,0,20,3,2,1,0,0,0,0,1,0,0,2,4
adflegal.org,1,16,3,2,0,0,0,0,0,1,0,0,0,0
guns.com,0,12,3,2,0,0,0,0,0,1,0,0,2,2
getreligion.org,1,19,3,2,1,0,0,0,0,1,0,0,1,1
webmd.com,0,13,3,2,0,0,0,0,0,1,0,0,2,3
chroniclesmagazine.org,1,26,3,2,1,0,0,0,0,1,0,0,1,1
aidc.org.za,0,25,3,1,1,0,1,0,0,0,0,0,2,5
alec.org,1,12,3,2,0,0,0,0,0,1,0,0,1,1
nzherald.co.nz,0,18,4,3,0,0,0,0,0,0,0,0,2,3
apmreports.org,1,18,3,2,1,0,0,0,0,1,0,0,2,4
thewalrus.ca,1,10,2,1,0,0,0,0,0,0,0,0,2,5
canadafreepress.com,0,19,2,1,1,0,0,0,0,1,0,0,1,1
rantt.com,1,9,2,1,0,0,0,0,0,1,0,0,2,5
americansforprosperity.org,0,30,3,2,1,0,0,0,0,1,0,0,1,1
medicalxpress.com,0,17,2,1,1,0,0,0,0,1,0,0,2,3
realclearreligion.org,1,25,3,2,1,0,0,0,0,1,0,0,2,2
jpost.com-Jerusalem-Report,0,29,3,1,1,0,1,0,0,0,0,0,2,4
courthousenews.com,1,22,3,2,1,0,0,0,0,1,0,0,2,3
chicagoreporter.com,0,19,2,1,1,0,0,0,0,1,0,0,2,4
aei.org,1,11,3,3,0,0,0,0,0,1,0,0,1,1
seattlepi.com,0,17,3,2,0,0,0,0,0,1,0,0,2,4
thehill.com,0,9,2,1,0,0,0,0,0,1,0,0,1,4
10news.one,1,14,3,2,0,2,0,0,0,0,0,0,0,0
tmn.today,0,13,3,2,0,0,0,0,0,0,0,0,0,0
international.thenewslens.com,1,29,3,1,2,0,0,0,0,1,0,0,2,2
71republic.com,1,14,2,1,1,2,0,0,0,1,0,0,2,2
mysanantonio.com,0,20,3,2,1,0,0,0,0,1,0,0,2,4
oaoa.com,0,12,3,2,0,0,0,0,0,1,0,0,2,2
littlegreenfootballs.com,0,24,2,1,1,0,0,0,0,1,0,0,1,5
attn.com,0,12,3,2,0,0,0,0,0,1,0,0,2,4
news.cn,0,17,3,1,0,0,0,0,0,0,0,0,2,3
acpeds.org,1,14,3,2,0,0,0,0,0,1,0,0,0,1
o4anews.com,1,11,2,1,0,1,0,0,0,1,0,0,0,0
jewishpolicycenter.org,1,26,3,2,1,0,0,0,0,1,0,0,2,1
sandiegouniontribune.com,0,28,3,2,1,0,0,0,0,1,0,0,2,2
mcclatchydc.com,0,19,3,2,1,0,0,0,0,1,0,0,2,3
thefederalist.com,0,15,2,1,1,0,0,0,0,1,0,0,2,1
dailyherald.com,0,19,3,2,1,0,0,0,0,1,0,0,2,2
euobserver.com,1,14,2,1,1,0,0,0,0,1,0,0,2,4
washingtontimes.com,0,23,3,2,1,0,0,0,0,1,0,0,2,2
therightstuff.biz,0,15,2,1,1,0,0,0,0,0,0,0,0,0
understandrealitythroughscience.blogspot.com,1,44,3,1,1,0,0,0,0,1,0,0,2,3
bridgemi.com,0,16,3,2,0,0,0,0,0,1,0,0,2,3
healthcarefinancenews.com,0,29,3,2,1,0,0,0,0,1,0,0,2,3
tribunist.com,0,12,2,1,0,0,0,0,0,1,0,0,1,1
edmontonsun.com,0,19,3,2,1,0,0,0,0,1,0,0,2,2
worldnewsdailyreport.com,0,24,2,1,1,0,0,0,0,1,0,0,0,3
economyincrisis.org,0,19,2,1,1,0,0,0,0,1,0,0,1,5
realtimepolitics.com,0,20,2,1,1,0,0,0,0,1,0,0,0,6
en-volve.com,0,12,2,1,0,0,1,0,0,1,0,0,0,0
timesofindia.indiatimes.com,0,26,3,1,2,0,0,0,0,1,0,0,2,3
memeorandum.com,0,19,3,2,1,0,0,0,0,1,0,0,1,3
dailypresser.com,0,20,3,2,1,0,0,0,0,1,0,0,0,0
indiatoday.intoday.in,0,21,3,1,1,0,0,0,0,0,0,0,2,3
fairobserver.com,1,20,3,2,1,0,0,0,0,1,0,0,2,3
japantoday.com,1,18,3,2,1,0,0,0,0,1,0,0,2,2
phys.org,0,6,2,2,0,0,0,0,0,1,0,0,2,3
thesaturdaypaper.com.au,1,27,4,3,1,0,0,0,0,0,1,0,2,4
hillarybeattrump.org,0,24,3,2,1,0,0,0,0,1,0,0,0,3
therightscoop.com,0,15,2,1,1,0,0,0,0,1,0,0,2,1
vdare.com,0,13,3,2,0,0,0,0,0,1,0,0,0,0
dailyworldinformation.com,0,25,2,1,1,0,0,0,0,1,0,0,0,0
thegrio.com,0,9,2,1,0,0,0,0,0,1,0,0,2,5
zmescience.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
freedomsfinalstand.com,0,22,2,1,1,0,0,0,0,1,0,0,0,0
au.org,0,10,3,3,0,0,0,0,0,1,0,0,2,5
hrw.org,1,11,3,3,0,0,0,0,0,1,0,0,2,4
fifthestate.org,1,19,3,2,1,0,0,0,0,1,0,0,2,5
stubhillnews.com,1,14,2,1,1,0,0,0,0,1,0,0,0,3
hurriyetdailynews.com,0,25,3,2,1,0,0,0,0,1,0,0,2,4
wired.com,1,13,3,2,0,0,0,0,0,1,0,0,2,4
timesunion.com,0,18,3,2,1,0,0,0,0,1,0,0,2,4
hpenews.com,0,15,3,2,0,0,0,0,0,1,0,0,2,2
exposinggovernment.com,0,26,3,2,1,0,0,0,0,1,0,0,0,0
sun-sentinel.com,0,20,3,2,1,0,1,0,0,1,0,0,2,2
harpers.org,0,10,2,1,0,0,0,0,0,1,0,0,2,4
tucson.com,0,9,2,1,0,0,0,0,0,1,0,0,2,4
castanet.net,0,15,3,2,0,0,0,0,0,0,0,0,2,3
londonwebnews.com,0,17,2,1,1,0,0,0,0,1,0,0,0,6
dailypress.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
standard.co.uk,0,18,4,3,0,0,0,0,0,0,0,0,2,2
pe.com,0,10,3,3,0,0,0,0,0,1,0,0,2,2
thewhim.com,0,15,3,2,0,0,0,0,0,1,0,0,2,3
newstatesman.com,0,20,3,2,1,0,0,0,0,1,0,0,2,5
policyed.org,1,16,3,2,0,0,0,0,0,1,0,0,2,2
