source_url_processed,f0,fact,bias
hoover.org,1,1,2
learnliberty.org,0,2,2
militarytimes.com,0,2,2
freepress.net,1,2,4
ciponline.org,1,2,4
thenation.com,0,2,5
ifyouonlynews.com,0,0,6
thenews.com.pk,1,2,3
wikitribune.com,1,2,3
earthmagazine.org,1,2,3
news.trust.org,1,2,4
libertynation.com,1,2,1
eagletribune.com,1,2,3
russia-insider.com-en,1,1,2
alphanewsmn.com,0,1,1
nola.com-#-0,1,2,4
alhayat.com,0,2,4
roanoke.com,1,2,4
louderwithcrowder.com,1,1,1
investigaterussia.org,1,2,4
dallasvoice.com,1,2,5
theodysseyonline.com,1,1,4
chicagoreader.com,1,2,5
whowhatwhy.org,1,1,5
twincities.com,1,2,4
mtdemocrat.com,1,2,4
politico.com,1,2,4
knightstemplarinternational.com,1,0,0
chronicle.su,1,0,3
columbiadailyherald.com,1,2,2
americanlookout.com,0,0,0
jpost.com,1,2,3
investors.com,1,1,2
cnsnews.com,1,1,1
thetimesherald.com,1,2,2
tennessean.com,1,2,2
ipolitics.ca,1,2,4
thelasource.com-en,1,2,5
religionnews.com,1,2,4
buffalonews.com,1,2,4
archaeology.org,0,2,3
politicslive.net,0,0,0
marxist.com,1,2,5
interpretermag.com,1,2,4
unwatch.org,1,1,1
psmag.com,1,2,4
alliedprogress.org,1,2,4
debatepost.com,1,2,1
townhall.com,1,1,1
pjmedia.com,0,1,1
baptistnews.com,1,2,4
duffelblog.com,1,0,3
jewishpress.com,0,2,2
usadosenews.com,0,0,0
omaha.com,1,2,2
economictimes.indiatimes.com,0,2,4
riverbender.com,1,2,3
ndtv.com,1,2,4
kuow.org,1,2,4
lifehacker.com,1,2,4
mlive.com,1,2,3
nationalmemo.com,0,2,5
projectveritas.com,1,1,1
taxfoundation.org,1,2,2
govexec.com,1,2,3
truthorfiction.com,1,2,3
insidephilanthropy.com,1,2,4
thejakartapost.com,1,2,3
pbs.org-newshour,1,2,4
conservative101.com,0,0,0
allnewspipeline.com,0,0,0
washingtonexaminer.com,1,2,2
seattletimes.com,1,2,4
time.com,0,2,4
amgreatness.com,1,2,2
ibleedredwhiteblue.com,1,1,1
sonsoflibertymedia.com,1,0,0
cbsnews.com,1,2,4
afr.com,1,2,3
wearyourvoicemag.com,1,2,5
bbc.com-news,1,2,4
northjersey.com,1,2,4
chicago.suntimes.com,1,2,4
couriermail.com.au,1,2,2
thefrisky.com,1,2,5
globalnews.ca,0,2,4
americanprogress.org,1,2,5
nationalvanguard.org,0,0,0
theamericanconservative.com,0,2,2
eaglerising.com,0,0,0
erlc.com,1,1,1
defendevropa.org,1,0,0
yesmagazine.org,1,2,5
stimson.org,1,2,3
peacock-panache.com,0,2,5
host.madison.com-wsj,1,2,3
upr.org,1,2,4
uproxx.com,0,2,5
factcheck.org-scicheck,1,2,3
sputniknews.com,0,1,2
wn.com,1,2,3
modernliberals.com,1,1,5
washingtonbabylon.com,1,2,2
earthfirstjournal.org,1,1,5
earth.columbia.edu-sections-view-9,1,2,3
libertyheadlines.com,1,1,1
freetelegraph.com,0,0,1
dandygoat.com,0,0,3
conservapedia.com-Main_Page,0,0,0
ivn.us,0,2,3
strategic-culture.org,0,2,2
berkshireeagle.com,1,2,4
resourcegovernance.org,1,2,4
theamericanmirror.com,1,0,0
jacobinmag.com,1,2,5
ruthinstitute.org,1,0,0
proudemocrat.com,1,1,5
fmobserver.com,1,0,3
betootaadvocate.com,1,0,3
dailyrecord.co.uk,1,1,5
uft.org,1,2,4
nextgov.com,1,2,3
discovermagazine.com,1,2,3
talkingpointsmemo.com,1,2,5
birminghammail.co.uk,1,1,4
kfor.com,1,2,4
americanconsequences.com,1,1,1
windsorstar.com,0,2,4
sonorannews.com,1,1,1
mentalfloss.com,1,2,3
thefifthcolumnnews.com,1,1,4
informationliberation.com,1,0,0
commondreams.org,1,2,5
dcreport.org,0,2,4
autostraddle.com,1,2,5
jns.org,1,2,2
bgr.com,1,2,4
wgntv.com,1,2,4
bearingarms.com,1,1,1
americantruthseekers.com,0,0,0
themillenniumreport.com,0,0,0
politicususa.com,1,2,5
knoxreport.com,0,1,1
piie.com,1,2,3
huzlers.com,0,0,3
mediaequalizer.com,0,1,1
thecanary.co,1,2,5
westernjournalism.com,1,1,1
worldpolicy.org,1,2,4
axios.com,0,2,4
hotair.com,1,2,1
workers.org,0,1,5
globalintegrity.org,1,2,3
harddawn.com,1,0,3
fedsoc.org,1,1,1
politichicks.com,0,1,1
nextavenue.org,0,2,3
rappler.com,1,1,5
oppositionreport.com,1,0,6
ejinsight.com,1,2,3
factbox.tv,0,2,4
avoiceformen.com,0,0,0
christwire.org,1,0,3
futureinamerica.com-news,1,1,1
newcenturytimes.com,1,0,6
chaser.com.au,1,0,3
financialpost.com,1,2,2
sctimes.com,1,2,3
factmyth.com,0,2,4
simplepolitics.co.uk,1,2,3
libertyhangout.org,0,1,1
tulsaworld.com,1,2,2
newsday.com,1,2,4
psychologytoday.com,1,2,3
consortiumnews.com,1,2,3
usainfront.com,1,0,0
conservativehq.com,1,1,1
hoover.org-publications-policy-review,1,2,1
rinf.com,1,0,0
adl.org,1,2,4
conservativedailynews.com,1,1,1
capitalresearch.org,1,1,1
infogalactic.com,0,0,0
news.err.ee,1,2,3
opslens.com,0,1,1
vote.us.org,0,1,5
leftfootforward.org,1,2,5
geopoliticsalert.com,1,2,4
newsnow.co.uk,1,1,3
themarshallproject.org-#.qjbbuljBK,1,2,3
magapill.com,1,0,1
themilitant.com,1,2,5
latimes.com,1,2,4
indymedia.org-or-index.shtml,1,1,4
wikipedia.org,0,2,3
dailydot.com,1,2,5
readersupportednews.org,1,1,5
redstate.com,1,1,1
military.com,1,2,3
silive.com,1,2,4
bradford-delong.com,1,2,5
democratherald.com,1,2,3
feministcurrent.com,1,2,5
deccanherald.com,1,1,4
cowgernation.com,0,1,1
federaltimes.com,1,2,3
sunlightfoundation.com,1,2,3
hillarydaily.com,0,1,1
freemedia.at,1,2,3
beinglibertarian.com,1,2,1
frontpagemag.com,0,0,0
americanindependent.com,1,2,5
tabletmag.com,1,2,4
curvemag.com,1,2,5
helenair.com,1,2,3
ahtribune.com,1,1,4
nber.org,1,2,3
faithfamilyamerica.com,1,2,2
centerforinquiry.net,1,2,3
bjreview.com,1,2,4
tnonline.com,1,2,2
sciencedaily.com,1,2,3
elpasotimes.com,1,2,4
cnbc.com,0,2,4
algemeiner.com,1,2,2
calgaryherald.com,1,2,4
feministfrequency.com,0,2,4
viralliberty.com,0,0,0
dailysnark.com,1,0,3
eng.majalla.com,0,2,3
freedomhouse.org,1,2,2
newsblaze.com,1,0,0
votesmart.org,1,2,3
reporterslab.org,1,2,3
theintercept.com,0,2,4
evonomics.com,0,2,5
gbtimes.com,1,2,3
thenationalpatriot.com,1,0,0
torontosun.com,1,2,1
theunrealtimes.com,1,0,3
staresattheworld.com,1,0,0
youthradio.org,1,2,4
samefacts.com,1,2,5
bluetribune.com,0,0,6
canadians.org,0,2,4
heraldsun.com.au,1,2,2
notallowedto.com,1,0,3
worldpress.org,1,2,3
azdailysun.com,1,2,4
newbostonpost.com,1,1,1
thedcgazette.com,1,0,0
barenakedislam.com,0,0,0
twitchy.com,0,1,1
newyorker.com-humor-borowitz-report,1,0,3
lbc.co.uk,1,1,2
thenewamerican.com,1,1,1
scienceillustrated.com.au,1,2,3
rawstory.com,1,1,5
teapartytribune.com,1,2,1
freakoutnation.com,1,0,6
smithsonianmag.com,1,2,3
qctimes.com,1,2,3
statnews.com,0,2,3
unionleader.com,1,2,1
steadfastandloyal.com,0,0,0
theresurgent.com,1,1,1
france24.com-en,1,2,4
cnntimes.online,0,1,5
independentsentinel.com,1,2,1
100percentfedup.com,0,0,0
sofrep.com,0,2,2
cochrane.org,0,2,3
bullshido.net,1,2,3
thenewstribune.com,1,2,4
straitstimes.com-global,1,2,2
stltoday.com,1,2,4
tfp.org,1,0,0
lifenews.com,1,1,1
spiegel.de,1,2,4
greenvillegazette.com,0,2,5
sciencedirect.com,1,2,3
lewrockwell.com,1,0,0
thetrace.org,0,2,4
gazette.com,1,2,2
patheos.com,0,1,3
girlsjustwannahaveguns.com,1,0,0
newsandgutsmedia.com,0,2,4
observeronline.news,1,0,3
crfb.org,1,2,3
stpete4peace.org,1,2,5
feministing.com,0,2,5
unz.com,0,0,0
lfpress.com,1,2,2
globalvoices.org,1,2,5
dcstatesman.com,1,1,1
thedailyliberator.com,0,1,1
irinnews.org,1,2,4
sciencebasedmedicine.org,0,2,3
nationalreview.com,1,2,1
snopes.com,0,2,3
project-syndicate.org,0,2,3
theburningspear.com,1,2,5
pacificpundit.com,0,0,0
theredshtick.com,1,0,3
wallstreetonparade.com,0,2,4
politicaldig.com,1,1,5
memri.org,1,0,1
tvw.org,1,2,3
dailytarheel.com,1,2,4
lexingtoninstitute.org,1,2,2
kmov.com,1,2,4
nationaleconomicseditorial.com,0,0,0
middleeastmonitor.com,1,1,5
irishtimes.com,1,2,4
britannica.com,1,2,3
srnnews.com,1,2,2
dailytelegraph.com.au,1,1,1
astronomy.com,1,2,3
foreignaffairs.com,1,2,3
thesouthern.com,1,2,3
cis.org,0,0,0
washingtonblade.com,1,2,4
canadiandimension.com,1,2,5
schmedium.org,0,0,3
standard.net,1,2,3
change.org,1,2,5
democraticunderground.com,1,1,5
sciencenews.org,1,2,3
pastemagazine.com,1,2,5
texastribune.org,1,2,3
consnation.com,1,0,0
ctvnews.ca,0,2,4
thewire.in,0,2,4
realclearinvestigations.com,1,2,2
kansas.com,1,2,2
newser.com,1,2,4
rep-am.com,1,2,2
honestreporting.com,0,2,2
loveknowledge.org,1,1,5
democracynow.org,1,2,5
prospectmagazine.co.uk,1,2,4
thenational.ae,1,2,2
prwatch.org-cmd,0,2,5
winonadailynews.com,1,2,3
abovethelaw.com,1,2,4
us.blastingnews.com,1,1,4
factcheck.org,1,2,3
neweurope.eu,1,2,4
thediplomat.com,1,2,3
dailysurge.com,0,1,1
eastbaytimes.com,1,2,4
theday.com,1,2,3
mediacircus.com,0,1,1
defenseone.com,1,2,3
electronicintifada.net,1,2,5
usasupreme.com,1,0,0
thelibertyeagle.com,0,0,0
acsh.org,1,2,2
technologyreview.com,1,2,3
rt.com-news,0,1,2
dallasnews.com,1,2,2
scroll.in,0,2,4
brookings.edu,1,2,4
slate.com,0,2,5
westernjournalism.com-thepoint,1,1,1
conservativebase.com,1,1,1
desmoinesregister.com,1,2,2
stripes.com,1,2,3
theepochtimes.com,1,2,2
mondoweiss.net,0,2,5
newsbusters.org,1,1,1
thewashingtonreporter.com,1,0,0
revealnews.org,1,2,4
theoswatch.com,0,1,5
thesun.co.uk,1,1,1
antiwar.com,1,1,2
bostonherald.com,1,2,2
mynorthwest.com,1,2,2
missoulian.com,1,2,3
digg.com,1,2,4
fortune.com,1,2,2
cumberlink.com,1,2,3
mediazone.news,1,0,0
statesman.com,1,2,4
carnegieendowment.org,1,2,3
liberalexaminer.com,0,1,5
readingthepictures.org,0,2,5
corporatepresidency.org,0,2,4
imowired.com,1,0,0
richmond.com,1,2,2
telegraph.co.uk,1,2,2
alreporter.com,0,2,3
thestarphoenix.com,0,2,2
msnbc.com,0,1,5
mintpressnews.com,1,2,4
news.com.au,1,2,4
theshovel.com.au,0,0,3
thenewatlantis.com,1,2,2
bust.com,1,2,5
thehumanist.com,0,2,3
censored.news,1,0,0
miamiherald.com,1,2,4
frontiersin.org,0,1,3
outabouter.com,0,0,3
ifamericaknew.org,0,2,4
the-daily-news.co.uk,0,0,3
malaysia-today.net,0,1,3
drudgereport.com,1,1,1
insidesources.com,1,2,2
texasstandard.org,1,2,3
thenewtropic.com,1,2,4
thelocal.no,1,2,4
bigthink.com,1,2,3
nydailynews.com,1,1,4
scripps.ucsd.edu-news,0,2,3
lavendermagazine.com,1,2,5
thecitizenpress.com,1,1,1
freewoodpost.com,0,0,3
dispatch.com,0,2,2
truebluescoop.com,0,0,6
carepublican.com,1,2,1
fightforthefuture.org,0,2,4
heraldnet.com,1,2,4
drudge.com,0,1,5
bluedotdaily.com,1,1,5
legitgov.org,0,1,4
donaldtrumpnews.co,1,0,0
forward.com,1,2,4
redorbit.com,0,2,3
taipeitimes.com,1,2,3
liberalbias.com,0,0,3
abc.net.au,1,2,3
cbpp.org,1,2,4
aeon.co,0,2,4
ocweekly.com,1,2,4
rochdaleherald.co.uk,0,0,3
billingsgazette.com,0,2,2
dailyheadlines.net,0,0,0
redalertpolitics.com,1,1,1
hopkinsmedicine.org,0,2,3
phoenixnewtimes.com,1,2,4
citizensunited.org-index.aspx,0,1,1
nationalpost.com-index.html,1,2,2
idahostatesman.com,0,2,3
ourvoiceny.com,0,2,5
observer.com,1,2,1
thewashingtonstandard.com,0,0,0
splinternews.com,0,1,5
christianitytoday.com,1,2,2
bizstandardnews.com,0,0,3
empirenews.net,0,0,3
therantidote.com,1,1,1
politicalcritique.org,0,2,4
globegazette.com,0,2,3
washingtonmonthly.com,1,2,5
theautomaticearth.com,1,2,4
themilreview.com,1,2,1
arstechnica.com,0,2,3
iea.org,1,2,3
theblaze.com,1,1,1
atlanticcouncil.org,1,2,3
bannedinformation.com,0,0,0
weaselzippers.us,1,1,1
towleroad.com,1,1,5
ronpaulinstitute.org,0,1,1
theage.com.au,1,2,4
space.com,0,2,3
boingboing.net,1,2,5
ilovemyfreedom.org,0,0,0
crimethinc.com,1,2,5
constitutionproject.org,1,2,3
sayfiereview.com,1,2,3
investopedia.com,1,2,3
reductress.com,0,0,3
cfr.org,1,2,2
gomerblog.com,0,0,3
newshounds.us,0,1,5
nypost.com,1,1,2
indianexpress.com,1,2,3
skepticink.com,0,2,3
dissentmagazine.org,0,2,5
whatmattersnews.com,0,2,5
newyorker.com,1,2,5
hardnews.network,0,0,0
spectrumreport.com,0,1,3
airwars.org,1,2,3
gallup.com-home.aspx,1,2,3
sciencemag.org,0,2,3
americanthinker.com,1,1,1
cbc.ca,1,2,4
faithwire.com,1,1,1
amny.com,1,2,4
onenewsnow.com,1,1,1
thefederalistpapers.org,1,0,0
koco.com,1,2,4
eveningharold.com,0,0,3
ihypocrite.net,1,0,0
scotsman.com,1,2,3
democratichub.com,0,1,5
silenceisconsent.net,1,1,1
ammoland.com,1,2,1
thesciencepost.com,0,0,3
thedailymash.co.uk,0,0,3
scarymommy.com,0,2,5
russialies.com,0,2,3
treehugger.com,0,2,3
clashdaily.com,1,0,0
cnas.org,1,2,3
scoopnest.com,0,2,3
lompocrecord.com,0,2,3
opensecrets.org,1,2,3
usafirstinformation.com,1,0,0
patriotupdate.com,0,0,0
manhattan-institute.org,1,2,2
jewwatch.com,0,0,0
mashable.com,0,2,5
natmonitor.com,1,2,4
democracyguardian.com,0,1,5
ottawacitizen.com,1,2,2
miaminewtimes.com,1,2,5
sentinelksmo.org,0,1,1
vice.com,0,1,4
news.harvard.edu-gazette,0,2,3
themoscowtimes.com,1,2,4
thetruthaboutguns.com,1,2,1
worldaffairsjournal.org,1,2,4
govtrack.us,1,2,3
mackinac.org,1,2,2
news.sky.com,1,2,4
dailycurrant.com,0,0,3
pewresearch.org,1,2,3
hermancain.com,0,1,1
publicintegrity.org,1,2,3
al.com,1,2,2
climatefeedback.org,0,2,3
trofire.com,1,2,5
numbersusa.com,1,1,1
prri.org,1,2,3
timeline.com,1,2,4
sbsun.com,0,2,2
foreignpolicy.com,0,2,3
latintimes.com,1,2,4
allenwestrepublic.com,0,0,0
news.mongabay.com,0,2,4
rescue.org,1,2,3
fusion.kinja.com,0,1,4
aptnnews.ca,0,2,3
wsws.org,0,2,5
spin.com-death-and-taxes,1,2,5
aina.org,0,1,1
